	Species	Genes	Brucella abortus 2308	Brucella canis ATCC 23365	Brucella ceti TE10759-12	Brucella microti CCM 4915	Brucella suis 1330	mean ZH-Score
2703	5	5	WP_002969361.1	WP_004687426.1	WP_004687426.1	WP_004687426.1	WP_006191810.1	1207.3173538461538
1173	5	5	WP_002972227.1	WP_002972227.1	WP_002972227.1	WP_002972227.1	WP_002972227.1	1207.2332777777779
2109	5	5	WP_002965117.1	WP_004691144.1	WP_006173509.1	WP_004686219.1	WP_004691144.1	1205.7611428571429
2886	5	5	WP_002972062.1	WP_223597149.1	WP_244634128.1	WP_019298782.1	WP_019298782.1	1203.3619529411762
520	5	5	WP_002965221.1	WP_002965221.1	WP_002965221.1	WP_002965221.1	WP_002965221.1	1202.592
2819	5	5	WP_002964780.1	WP_004689209.1	WP_004689209.1	WP_004689209.1	WP_006192491.1	1195.0548333333334
1725	5	5	WP_002964485.1	WP_004689805.1	WP_004689805.1	WP_004689805.1	WP_004689805.1	1194.5101384615386
313	5	5	WP_002964532.1	WP_002964532.1	WP_002964532.1	WP_002964532.1	WP_002964532.1	1193.7192857142854
522	5	5	WP_002965225.1	WP_002965225.1	WP_006173557.1	WP_002965225.1	WP_002965225.1	1187.3981999999999
828	5	5	WP_002966508.1	WP_004692613.1	WP_006175896.1	WP_002966508.1	WP_002966508.1	1185.3969076923076
2285	5	5	WP_002971374.1	WP_006013445.1	WP_006013445.1	WP_006013445.1	WP_006013445.1	1176.1997428571428
365	5	5	WP_002964709.1	WP_002964709.1	WP_002964709.1	WP_002964709.1	WP_002964709.1	1175.8452153846154
460	5	5	WP_002969495.1	WP_002965023.1	WP_002965023.1	WP_002965023.1	WP_002965023.1	1174.5295
287	5	5	WP_002964426.1	WP_002964426.1	WP_006174391.1	WP_002964426.1	WP_002964426.1	1166.9102133333336
985	5	5	WP_002966978.1	WP_004692834.1	WP_002967949.1	WP_002967949.1	WP_002967949.1	1165.5785142857144
368	5	5	WP_002966933.1	WP_002964726.1	WP_006174594.1	WP_002964726.1	WP_002964726.1	1165.1600571428573
2548	5	5	WP_002966892.1	WP_004691594.1	WP_004684020.1	WP_004684020.1	WP_006190598.1	1161.9130117647057
166	5	5	WP_002964026.1	WP_002964026.1	WP_002964026.1	WP_002964026.1	WP_002964026.1	1161.8380521739132
2048	5	5	WP_002964418.1	WP_004690936.1	WP_004688493.1	WP_004688493.1	WP_004690936.1	1161.8027333333334
1861	5	5	WP_002965715.1	WP_004690364.1	WP_006175227.1	WP_004689131.1	WP_004690364.1	1160.1412235294117
2052	5	5	WP_002964475.1	WP_004690961.1	WP_002964475.1	WP_015799668.1	WP_004690961.1	1159.1194000000003
2397	5	5	WP_002971235.1	WP_006133824.1	WP_002971235.1	WP_002971235.1	WP_006133824.1	1154.6168
102	5	5	WP_002963818.1	WP_002963818.1	WP_002963818.1	WP_002963818.1	WP_002963818.1	1152.8757466666668
927	5	5	WP_002970644.1	WP_004690236.1	WP_006175441.1	WP_015799891.1	WP_002967281.1	1151.1577888888887
438	5	5	WP_002964975.1	WP_002964975.1	WP_002964975.1	WP_002964975.1	WP_002964975.1	1147.600333333333
689	5	5	WP_002965914.1	WP_002965914.1	WP_002965914.1	WP_002965914.1	WP_002965914.1	1147.3440576923078
1899	5	5	WP_002964837.1	WP_004690473.1	WP_002964837.1	WP_002964837.1	WP_004690473.1	1146.8167750000002
910	5	5	WP_002967050.1	WP_004691189.1	WP_002967050.1	WP_015799801.1	WP_002967050.1	1143.2768333333333
456	5	5	WP_002965017.1	WP_002965017.1	WP_002965017.1	WP_015799761.1	WP_002965017.1	1142.9766818181818
2614	5	5	WP_002965294.1	WP_004691235.1	WP_006166438.1	WP_004684621.1	WP_006191122.1	1137.5195555555556
787	5	5	WP_002966364.1	WP_012219729.1	WP_006175764.1	WP_015799814.1	WP_002966364.1	1135.6457153846154
321	5	5	WP_002964564.1	WP_004690997.1	WP_002964564.1	WP_002964564.1	WP_002964564.1	1133.2643
497	5	5	WP_002965156.1	WP_002965156.1	WP_006173525.1	WP_015799784.1	WP_002965156.1	1132.8615
1004	5	5	WP_002965532.1	WP_002968154.1	WP_002968154.1	WP_002968154.1	WP_002968154.1	1129.4606538461537
2077	5	5	WP_032449136.1	WP_004691037.1	WP_004685800.1	WP_004685800.1	WP_004691037.1	1127.9703769230769
341	5	5	WP_002964630.1	WP_002964630.1	WP_002964630.1	WP_002964630.1	WP_002964630.1	1127.1976380952383
261	5	5	WP_002964356.1	WP_004690915.1	WP_002964356.1	WP_002964356.1	WP_002964356.1	1126.1357181818182
1950	5	5	WP_002963667.1	WP_004690638.1	WP_006173843.1	WP_002963667.1	WP_004690638.1	1121.7278133333334
1927	5	5	WP_002966692.1	WP_004690571.1	WP_006173762.1	WP_012783872.1	WP_004690571.1	1116.7597285714287
524	5	5	WP_002965229.1	WP_004692055.1	WP_006173561.1	WP_002965229.1	WP_002965229.1	1112.8463000000002
1395	5	5	WP_002965689.1	WP_004690379.1	WP_004687071.1	WP_004687071.1	WP_004687071.1	1112.496277777778
896	5	5	WP_002966912.1	WP_004691562.1	WP_006174522.1	WP_002966912.1	WP_002966912.1	1111.9270000000001
2912	5	5	WP_223596974.1	WP_223596974.1	WP_223596974.1	WP_223596974.1	WP_223596974.1	1111.9270000000001
1666	5	5	WP_002965165.1	WP_004692073.1	WP_004689332.1	WP_004689332.1	WP_004689332.1	1111.3214666666668
18	5	5	WP_002963501.1	WP_002963501.1	WP_002963501.1	WP_012783865.1	WP_002963501.1	1110.7095181818183
560	5	5	WP_002965359.1	WP_002965359.1	WP_002965359.1	WP_012783824.1	WP_002965359.1	1110.5509866666666
1374	5	5	WP_002965022.1	WP_004686248.1	WP_004686248.1	WP_004686248.1	WP_004686248.1	1109.0031818181822
2029	5	5	WP_002964243.1	WP_004690877.1	WP_006174275.1	WP_002964243.1	WP_004690877.1	1107.9315470588235
2670	5	5	WP_002966525.1	WP_004692620.1	WP_006162316.1	WP_006640891.1	WP_006191576.1	1106.8635499999998
947	5	5	WP_002967515.1	WP_002967515.1	WP_006173963.1	WP_002967515.1	WP_002967515.1	1103.9881636363637
1357	5	5	WP_002968704.1	WP_004685460.1	WP_004685460.1	WP_004685460.1	WP_004685460.1	1103.5267666666668
954	5	5	WP_002964025.1	WP_004690788.1	WP_002967605.1	WP_015799592.1	WP_002967605.1	1101.7912
2565	5	5	WP_002964636.1	WP_004691024.1	WP_002964636.1	WP_002964636.1	WP_006190669.1	1099.9420833333331
739	5	5	WP_002966133.1	WP_002966133.1	WP_006175554.1	WP_002966133.1	WP_002966133.1	1099.587676923077
1279	5	5	WP_002964347.1	WP_004683920.1	WP_004683920.1	WP_004683920.1	WP_004683920.1	1096.7647851851852
1474	5	5	WP_002965122.1	WP_004687748.1	WP_004687748.1	WP_004687748.1	WP_004687748.1	1093.89065
1691	5	5	WP_002963743.1	WP_004689550.1	WP_002963743.1	WP_012783910.1	WP_004689550.1	1092.5375
1032	5	5	WP_002965697.1	WP_002968574.1	WP_002968574.1	WP_002968574.1	WP_002968574.1	1087.8640681818183
350	5	5	WP_002964651.1	WP_002964651.1	WP_006174534.1	WP_002964651.1	WP_002964651.1	1083.5586933333334
1573	5	5	WP_002964479.1	WP_004688526.1	WP_004688526.1	WP_004688526.1	WP_004688526.1	1081.296557142857
1966	5	5	WP_002963790.1	WP_004690695.1	WP_004689573.1	WP_004689573.1	WP_004690695.1	1078.8090666666667
2456	5	5	WP_002969873.1	WP_004690681.1	WP_006173941.1	WP_015799546.1	WP_006189992.1	1078.467090909091
2180	5	5	WP_002964049.1	WP_004691891.1	WP_006174121.1	WP_041594691.1	WP_004691891.1	1077.027511764706
1973	5	5	WP_002966735.1	WP_004690708.1	WP_006173985.1	WP_002967521.1	WP_004690708.1	1076.7232000000001
406	5	5	WP_002964850.1	WP_002964850.1	WP_006174755.1	WP_002964850.1	WP_002964850.1	1074.6638
2583	5	5	WP_002967001.1	WP_004691100.1	WP_023598527.1	WP_002967001.1	WP_006190949.1	1074.232
2199	5	5	WP_002969532.1	WP_006133131.1	WP_006072046.1	WP_006072046.1	WP_004692005.1	1073.2701785714285
2604	5	5	WP_002965204.1	WP_004691176.1	WP_006173549.1	WP_015799793.1	WP_006191070.1	1073.0329000000004
1935	5	5	WP_002963586.1	WP_004691972.1	WP_005978370.1	WP_005978370.1	WP_004690598.1	1071.4732461538463
2117	5	5	WP_002965196.1	WP_004691173.1	WP_006160391.1	WP_004687785.1	WP_004691173.1	1071.368333333333
980	5	5	WP_002967900.1	WP_002967900.1	WP_002967900.1	WP_002967900.1	WP_002967900.1	1070.9884285714286
2140	5	5	WP_002967082.1	WP_004692023.1	WP_006173636.1	WP_005977724.1	WP_004691315.1	1069.0479450000003
1392	5	5	WP_002965625.1	WP_004687040.1	WP_004687040.1	WP_004687040.1	WP_004687040.1	1064.969385
40	5	5	WP_002963565.1	WP_002963565.1	WP_002963565.1	WP_002963565.1	WP_002963565.1	1064.4192454545455
1564	5	5	WP_002964337.1	WP_004688454.1	WP_004688454.1	WP_004688454.1	WP_004688454.1	1062.796876923077
1170	5	5	WP_002972182.1	WP_006133615.1	WP_006175827.1	WP_012783793.1	WP_002972182.1	1061.6798954545454
881	5	5	WP_002966759.1	WP_002966759.1	WP_002966759.1	WP_002966759.1	WP_002966759.1	1058.0615888888888
374	5	5	WP_002964749.1	WP_002964749.1	WP_002964749.1	WP_002964749.1	WP_002964749.1	1054.7803384615383
2387	5	5	WP_002967390.1	WP_006133519.1	WP_006175086.1	WP_006133519.1	WP_006133519.1	1053.2073500000001
2473	5	5	WP_002963912.1	WP_002963912.1	WP_006174045.1	WP_015799571.1	WP_006190076.1	1052.7863000000002
2403	5	5	WP_002963866.1	WP_004691912.1	WP_006174008.1	WP_006161145.1	WP_006161145.1	1051.6580999999999
505	5	5	WP_002965173.1	WP_002965173.1	WP_006173532.1	WP_002965173.1	WP_002965173.1	1047.6319666666666
1683	5	5	WP_002963511.1	WP_004689475.1	WP_004689475.1	WP_012783869.1	WP_004689475.1	1044.8949400000004
2370	5	5	WP_002968007.1	WP_006132983.1	WP_006173493.1	WP_006014378.1	WP_006132983.1	1042.4953666666668
1556	5	5	WP_002964192.1	WP_004688378.1	WP_004688378.1	WP_004688378.1	WP_004688378.1	1042.4433916666667
2320	5	5	WP_002963571.1	WP_004691974.1	WP_006072219.1	WP_006072219.1	WP_006072219.1	1037.1922571428572
1038	5	5	WP_002968836.1	WP_002968836.1	WP_002968836.1	WP_002968836.1	WP_002968836.1	1031.2878190476195
80	5	5	WP_002963760.1	WP_002963760.1	WP_002963760.1	WP_002963760.1	WP_002963760.1	1028.9313384615384
557	5	5	WP_002965350.1	WP_002965350.1	WP_006173622.1	WP_002965350.1	WP_002965350.1	1027.248525
724	5	5	WP_002966087.1	WP_002966087.1	WP_002966087.1	WP_002966087.1	WP_002966087.1	1025.8313090909091
208	5	5	WP_002964166.1	WP_002964166.1	WP_006160964.1	WP_002964166.1	WP_002964166.1	1025.5508
2531	5	5	WP_002964372.1	WP_002964372.1	WP_006160873.1	WP_002964372.1	WP_006190506.1	1021.7433599999998
233	5	5	WP_002964288.1	WP_002964288.1	WP_002964288.1	WP_015799641.1	WP_002964288.1	1018.1530857142864
1673	5	5	WP_002965234.1	WP_004689354.1	WP_004689354.1	WP_004689354.1	WP_004689354.1	1017.7546000000002
122	5	5	WP_002971488.1	WP_002963878.1	WP_002963878.1	WP_002963878.1	WP_002963878.1	1011.3580285714287
2660	5	5	WP_002966579.1	WP_004692653.1	WP_002966579.1	WP_002966579.1	WP_006191554.1	1008.4162727272727
1163	5	5	WP_002971982.1	WP_002971982.1	WP_002971982.1	WP_002971982.1	WP_002971982.1	1007.1670222222224
1605	5	5	WP_002966566.1	WP_004688790.1	WP_004688790.1	WP_004688790.1	WP_004688790.1	1005.920476923077
271	5	5	WP_002964375.1	WP_002964375.1	WP_006174346.1	WP_002964375.1	WP_002964375.1	1005.7553272727273
2577	5	5	WP_002969487.1	WP_006134443.1	WP_006160295.1	WP_015799749.1	WP_006190914.1	997.9611000000002
375	5	5	WP_002964751.1	WP_002964751.1	WP_002964751.1	WP_002964751.1	WP_002964751.1	996.2154076923077
1307	5	5	WP_002964894.1	WP_004684287.1	WP_004684287.1	WP_004684287.1	WP_004684287.1	993.0771083333333
378	5	5	WP_002964766.1	WP_002964766.1	WP_002964766.1	WP_002964766.1	WP_002964766.1	991.331
755	5	5	WP_002966224.1	WP_004692403.1	WP_002966224.1	WP_002966224.1	WP_002966224.1	990.2100399999999
417	5	5	WP_002964888.1	WP_002964888.1	WP_006174775.1	WP_002964888.1	WP_002964888.1	988.3449999999999
272	5	5	WP_002964376.1	WP_002964376.1	WP_002964376.1	WP_002964376.1	WP_002964376.1	987.2609666666668
2034	5	5	WP_002964267.1	WP_004690887.1	WP_006174288.1	WP_004690887.1	WP_004690887.1	986.6455818181818
1904	5	5	WP_002966963.1	WP_006132897.1	WP_006174763.1	WP_004684229.1	WP_004690487.1	986.1367375
437	5	5	WP_002964974.1	WP_002964974.1	WP_002964974.1	WP_015799754.1	WP_002964974.1	982.7225
2311	5	5	WP_002970910.1	WP_006133047.1	WP_041597617.1	WP_012783807.1	WP_006071872.1	981.6324769230771
2114	5	5	WP_002965159.1	WP_004691161.1	WP_002965159.1	WP_002965159.1	WP_004691161.1	980.8116
968	5	5	WP_002964474.1	WP_004691636.1	WP_002967786.1	WP_015799667.1	WP_002967786.1	980.8116
516	5	5	WP_002965207.1	WP_002965207.1	WP_002965207.1	WP_015799795.1	WP_002965207.1	980.8116
2075	5	5	WP_002966920.1	WP_004691034.1	WP_006174545.1	WP_002966920.1	WP_004691034.1	980.8116
434	5	5	WP_002964959.1	WP_002964959.1	WP_002964959.1	WP_002964959.1	WP_002964959.1	978.8002333333334
394	5	5	WP_002964820.1	WP_002964820.1	WP_002964820.1	WP_002964820.1	WP_002964820.1	973.5850545454549
977	5	5	WP_002964738.1	WP_002967872.1	WP_002967872.1	WP_002967872.1	WP_002967872.1	973.1030749999999
451	5	5	WP_002965002.1	WP_004692108.1	WP_002965002.1	WP_002965002.1	WP_002965002.1	970.6853882352942
305	5	5	WP_002964508.1	WP_012219669.1	WP_002964508.1	WP_002964508.1	WP_002964508.1	967.4645833333335
427	5	5	WP_002969485.1	WP_002964936.1	WP_006160282.1	WP_015799748.1	WP_002964936.1	964.6057333333333
372	5	5	WP_002964740.1	WP_002964740.1	WP_002964740.1	WP_002964740.1	WP_002964740.1	964.6057333333333
395	5	5	WP_002964822.1	WP_002964822.1	WP_002964822.1	WP_002964822.1	WP_002964822.1	961.5568333333332
1906	5	5	WP_002966967.1	WP_004690492.1	WP_002966967.1	WP_015799737.1	WP_004690492.1	959.5066428571428
282	5	5	WP_002964413.1	WP_002964413.1	WP_006174384.1	WP_002964413.1	WP_002964413.1	957.8509882352943
1147	5	5	WP_002971536.1	WP_006132398.1	WP_002971536.1	WP_002971536.1	WP_002971536.1	956.2748647058824
2079	5	5	WP_002964683.1	WP_004691044.1	WP_002964683.1	WP_002964683.1	WP_004691044.1	956.1265368421051
2049	5	5	WP_002964432.1	WP_004690940.1	WP_004689782.1	WP_004689782.1	WP_004690940.1	952.7601000000001
1933	5	5	WP_002963570.1	WP_004690590.1	WP_002963570.1	WP_002963570.1	WP_004690590.1	952.628047368421
71	5	5	WP_002963714.1	WP_002963714.1	WP_006173896.1	WP_002963714.1	WP_002963714.1	949.7182315789474
2547	5	5	WP_002971084.1	WP_006132782.1	WP_006161201.1	WP_015799676.1	WP_006190588.1	947.0907714285714
74	5	5	WP_002963731.1	WP_002963731.1	WP_002963731.1	WP_002963731.1	WP_002963731.1	946.0895461538463
458	5	5	WP_002965019.1	WP_004691103.1	WP_006173445.1	WP_002965019.1	WP_002965019.1	944.7573857142858
1680	5	5	WP_002967116.1	WP_004689431.1	WP_006173690.1	WP_004689431.1	WP_004689431.1	944.5812727272728
1886	5	5	WP_002964760.1	WP_004690447.1	WP_002964760.1	WP_041594713.1	WP_004690447.1	941.53279
2150	5	5	WP_002965413.1	WP_004691362.1	WP_002968115.1	WP_012783838.1	WP_004691362.1	940.6561055555553
2591	5	5	WP_002965084.1	WP_004691129.1	WP_004687726.1	WP_004687726.1	WP_006190986.1	940.1852714285714
1994	5	5	WP_002963948.1	WP_004690758.1	WP_004686483.1	WP_004686483.1	WP_004690758.1	939.5038777777777
2365	5	5	WP_002971416.1	WP_006132750.1	WP_006012978.1	WP_200858947.1	WP_006132750.1	938.54638
1588	5	5	WP_002964779.1	WP_004688677.1	WP_006641287.1	WP_004688677.1	WP_004688677.1	933.5009846153846
61	5	5	WP_002963636.1	WP_002963636.1	WP_002963636.1	WP_012783889.1	WP_002963636.1	933.2534818181816
1130	5	5	WP_002971302.1	WP_002971302.1	WP_002971302.1	WP_002971302.1	WP_002971302.1	931.0229090909091
2847	5	5	WP_002966993.1	WP_004686259.1	WP_006160306.1	WP_004686259.1	WP_006278617.1	929.0875833333331
523	5	5	WP_002965228.1	WP_002965228.1	WP_006173560.1	WP_002965228.1	WP_002965228.1	926.7559000000001
2784	5	5	WP_002965771.1	WP_004692174.1	WP_006175282.1	WP_002965771.1	WP_006192181.1	925.0459999999998
2170	5	5	WP_002964493.1	WP_004691621.1	WP_006174443.1	WP_004683997.1	WP_004691621.1	923.8681142857142
1306	5	5	WP_002966968.1	WP_004684261.1	WP_004684261.1	WP_015799739.1	WP_004684261.1	920.3008
1335	5	5	WP_002965488.1	WP_004691451.1	WP_004684717.1	WP_004684717.1	WP_004684717.1	920.10408
490	5	5	WP_002965138.1	WP_002965138.1	WP_002965138.1	WP_002965138.1	WP_002965138.1	919.8262636363637
1839	5	5	WP_002965820.1	WP_040120224.1	WP_004689091.1	WP_004689091.1	WP_004690317.1	907.00534
2844	5	5	WP_002964346.1	WP_002964346.1	WP_002964346.1	WP_002964346.1	WP_006278479.1	905.4336833333333
920	5	5	WP_002967189.1	WP_002967189.1	WP_006162227.1	WP_002967189.1	WP_002967189.1	904.7610208333332
2833	5	5	WP_002966972.1	WP_004690502.1	WP_006161573.1	WP_004688730.1	WP_006192568.1	904.32
861	5	5	WP_002966638.1	WP_004689906.1	WP_002966638.1	WP_002966638.1	WP_002966638.1	902.7952687500001
311	5	5	WP_002964530.1	WP_002964530.1	WP_002964530.1	WP_002964530.1	WP_002964530.1	901.6552
1327	5	5	WP_002965237.1	WP_004684587.1	WP_004684587.1	WP_004684587.1	WP_004684587.1	900.7296866666667
1689	5	5	WP_002969465.1	WP_004689516.1	WP_004689516.1	WP_004689516.1	WP_004689516.1	900.0847454545454
815	5	5	WP_002966440.1	WP_002966440.1	WP_002966440.1	WP_002966440.1	WP_002966440.1	899.3756533333333
986	5	5	WP_002964966.1	WP_002967962.1	WP_002967962.1	WP_002967962.1	WP_002967962.1	898.7639666666666
62	5	5	WP_002963640.1	WP_002963640.1	WP_002963640.1	WP_012783890.1	WP_002963640.1	890.4369470588235
555	5	5	WP_002965343.1	WP_002965343.1	WP_006173615.1	WP_002965343.1	WP_002965343.1	890.270739130435
154	5	5	WP_002963993.1	WP_002963993.1	WP_002963993.1	WP_015799587.1	WP_002963993.1	890.2432714285715
1351	5	5	WP_002967045.1	WP_004691177.1	WP_004685303.1	WP_004685303.1	WP_004685303.1	888.5402200000001
344	5	5	WP_002964637.1	WP_002964637.1	WP_002964637.1	WP_002964637.1	WP_002964637.1	887.7129166666667
312	5	5	WP_002964531.1	WP_080515429.1	WP_002964531.1	WP_002964531.1	WP_002964531.1	885.4493333333334
993	5	5	WP_002968006.1	WP_002968006.1	WP_002968006.1	WP_002968006.1	WP_002968006.1	884.1427714285713
2288	5	5	WP_002976008.1	WP_006134477.1	WP_006014546.1	WP_041594718.1	WP_006014546.1	883.5764000000001
1671	5	5	WP_002965203.1	WP_004689343.1	WP_006173547.1	WP_015799792.1	WP_004689343.1	883.5764000000001
2113	5	5	WP_002967037.1	WP_004691159.1	WP_002965149.1	WP_002965149.1	WP_004691159.1	883.5764000000001
351	5	5	WP_002964653.1	WP_002964653.1	WP_002964653.1	WP_002964653.1	WP_002964653.1	883.5764000000001
2532	5	5	WP_002964384.1	WP_002964384.1	WP_002964384.1	WP_002964384.1	WP_006190509.1	883.5764000000001
396	5	5	WP_002964823.1	WP_002964823.1	WP_002964823.1	WP_002964823.1	WP_002964823.1	883.5764000000001
2578	5	5	WP_002971921.1	WP_006132946.1	WP_023598530.1	WP_015799751.1	WP_006190925.1	883.5764000000001
1475	5	5	WP_002965132.1	WP_004687756.1	WP_004687756.1	WP_004687756.1	WP_004687756.1	883.5764000000001
1585	5	5	WP_002964743.1	WP_004688661.1	WP_004688661.1	WP_015799721.1	WP_004688661.1	883.5764000000001
2913	5	5	WP_223597024.1	WP_223597024.1	WP_223597024.1	WP_223597024.1	WP_223597024.1	883.5764000000001
2050	5	5	WP_002966881.1	WP_004690958.1	WP_006161177.1	WP_004689801.1	WP_004690958.1	883.5764000000001
281	5	5	WP_002964401.1	WP_002964401.1	WP_002964401.1	WP_002964401.1	WP_002964401.1	883.5764000000001
506	5	5	WP_002965175.1	WP_002965175.1	WP_002965175.1	WP_002965175.1	WP_002965175.1	883.5764000000001
2057	5	5	WP_002964495.1	WP_004690972.1	WP_002964495.1	WP_002964495.1	WP_004690972.1	883.5764000000001
495	5	5	WP_002965152.1	WP_002965152.1	WP_002965152.1	WP_002965152.1	WP_002965152.1	883.5764000000001
995	5	5	WP_002968051.1	WP_002968051.1	WP_002968051.1	WP_002968051.1	WP_002968051.1	883.5764000000001
2598	5	5	WP_002965119.1	WP_002965119.1	WP_002965119.1	WP_002965119.1	WP_006191023.1	883.5764
2367	5	5	WP_002971406.1	WP_006132764.1	WP_006132764.1	WP_006132764.1	WP_006132764.1	883.5764
322	5	5	WP_002964572.1	WP_002964572.1	WP_006174483.1	WP_002964572.1	WP_002964572.1	883.5764
908	5	5	WP_002967046.1	WP_006133026.1	WP_006090588.1	WP_002967046.1	WP_002967046.1	883.5764
1046	5	5	WP_002969174.1	WP_002969174.1	WP_002969174.1	WP_041594710.1	WP_002969174.1	883.5764
509	5	5	WP_002967040.1	WP_002965183.1	WP_002965183.1	WP_002965183.1	WP_002965183.1	883.2308
2058	5	5	WP_002966887.1	WP_004690973.1	WP_002964501.1	WP_002964501.1	WP_004690973.1	878.9417625000001
2545	5	5	WP_002964500.1	WP_004688534.1	WP_006174451.1	WP_004688534.1	WP_006190580.1	878.9417625000001
433	5	5	WP_002966988.1	WP_006132942.1	WP_002964958.1	WP_002964958.1	WP_002964958.1	875.0314000000001
1463	5	5	WP_002964957.1	WP_004687669.1	WP_006641905.1	WP_004687669.1	WP_004687669.1	875.0314000000001
1586	5	5	WP_002966939.1	WP_004688664.1	WP_004688664.1	WP_004688664.1	WP_004688664.1	873.938753846154
286	5	5	WP_002964423.1	WP_002964423.1	WP_002964423.1	WP_002964423.1	WP_002964423.1	872.8715000000001
496	5	5	WP_002965154.1	WP_002965154.1	WP_002965154.1	WP_002965154.1	WP_002965154.1	866.6246454545454
1303	5	5	WP_002966945.1	WP_004684138.1	WP_004684138.1	WP_004684138.1	WP_004684138.1	866.0619999999999
428	5	5	WP_002964945.1	WP_002964945.1	WP_002964945.1	WP_002964945.1	WP_002964945.1	864.2304814814815
2417	5	5	WP_002968695.1	WP_004691985.1	WP_006173745.1	WP_002963509.1	WP_006189839.1	864.0841999999999
2074	5	5	WP_002964663.1	WP_004691033.1	WP_004689863.1	WP_015799706.1	WP_004691033.1	862.3317307692307
2159	5	5	WP_002965487.1	WP_004691450.1	WP_006173689.1	WP_002965487.1	WP_004691450.1	856.6986058823529
493	5	5	WP_002967033.1	WP_002965144.1	WP_006173523.1	WP_002965144.1	WP_002965144.1	856.5981071428571
1326	5	5	WP_002965191.1	WP_004684564.1	WP_006173542.1	WP_004684564.1	WP_004684564.1	855.2059500000001
279	5	5	WP_002964398.1	WP_002964398.1	WP_006174372.1	WP_002964398.1	WP_002964398.1	848.0313
482	5	5	WP_002965116.1	WP_002965116.1	WP_002965116.1	WP_002965116.1	WP_002965116.1	840.0293750000001
521	5	5	WP_002967047.1	WP_002965224.1	WP_002965224.1	WP_002965224.1	WP_002965224.1	839.7824
513	5	5	WP_002965199.1	WP_002965199.1	WP_002965199.1	WP_002965199.1	WP_002965199.1	837.1690500000001
22	5	5	WP_002963526.1	WP_002963526.1	WP_006173770.1	WP_012783875.1	WP_002963526.1	835.7801500000002
1001	5	5	WP_002968114.1	WP_002968114.1	WP_002968114.1	WP_002968114.1	WP_002968114.1	835.181404
2835	5	5	WP_002970315.1	WP_002964906.1	WP_002964906.1	WP_002964906.1	WP_006192575.1	833.6997000000001
1482	5	5	WP_002965214.1	WP_004692060.1	WP_006173555.1	WP_004687795.1	WP_004687795.1	828.2860041666668
2846	5	5	WP_002964570.1	WP_004691001.1	WP_006161235.1	WP_004689833.1	WP_006278512.1	825.2280000000001
1895	5	5	WP_002964814.1	WP_004692785.1	WP_002964814.1	WP_002964814.1	WP_004690467.1	817.4214374999999
2108	5	5	WP_002965115.1	WP_004691143.1	WP_006173508.1	WP_002965115.1	WP_004691143.1	815.2066904761904
1325	5	5	WP_002965153.1	WP_004684544.1	WP_004684544.1	WP_004684544.1	WP_004684544.1	812.8551
2601	5	5	WP_002965157.1	WP_004691160.1	WP_004687764.1	WP_004687764.1	WP_006191047.1	812.22
1670	5	5	WP_002965193.1	WP_004689341.1	WP_004689341.1	WP_004689341.1	WP_004689341.1	808.3922
478	5	5	WP_002967020.1	WP_004692083.1	WP_002965096.1	WP_015799777.1	WP_002965096.1	797.5952666666667
